"pos","player.y","club","total","league","notes","new_team","SBapp","player_id","check_needed","pos_mismatch"
"M","SIMON ADINGRA","Sunderland",1,"PL","EL",,15,138900,,TRUE
"M","SONTJE HANSEN","Middlesbrough",1,"CH",,,19,128354,,TRUE
"M","SOUNGOUTOU MAGASSA","West Ham",1,"CH","R",,26,149002,,
"M","STEVEN NZONZI","Stoke",1,"CH",,,31,51626,,
"M","SULLIVAN BOOTH","Gillingham",1,"L2",,,1,218692,,TRUE
"M","THIERNO BALLO","Millwall",1,"CH",,,41,179578,TRUE,
"M","TOM EDOZIE","Wolves",1,"CH","R",,3,171160,,TRUE
"M","TOM NICHOLS","Swindon",1,"L2",,,43,59408,,TRUE
"M","TOM WATSON","Brighton",1,"PL","ECL","Leicester",22,172185,,TRUE
"M","TOMI HORVAT","Bristol City",1,"CH",,,24,115355,,
"M","TOMMY MCDERMOTT","Shrewsbury",1,"L2",,"Burnley",38,149128,,
"M","TONY SPRINGETT","Norwich",1,"CH",,"Leyton Orient",16,133533,,TRUE
"M","VITALY JANELT","Brentford",1,"PL",,,30,100626,,
"M","WILFRIED GNONTO","Leeds",1,,,,29,130750,,TRUE
"M","WILL ALVES","Huddersfield",1,"L1",,"Leicester",13,144521,,
"M","WILL VAULKS","Oxford",1,"L1","R","Tranmere",42,65293,,
"M","YEGOR YARMOLYUK","Brentford",1,"PL",,,42,130001,,
"M","ZEIDANE INOUSSA","Swansea",1,"CH",,,29,137547,,TRUE
"F","ERLING HAALAND","Manchester City",38,"PL","CL",,42,101493,,
"F","AARON DRINAN","Swindon",25,"L2",,,44,104249,,
"F","IGOR THIAGO","Brentford",25,"PL",,,40,151107,,
"F","ŽAN VIPOTNIK","Swansea",25,"CH",,,49,137575,,
"F","DOM BALLARD","Leyton Orient",23,"L1",,,42,144974,,
"F","JAZE KABIA","Grimsby",23,"L2",,,56,129555,,TRUE
"F","ISMAÏLA SARR","Crystal Palace",21,"PL",,,45,94668,,
"F","JAYDEN WAREHAM","Exeter",21,"L2","R",,49,128558,,
"F","KYLE WOOTTON","Stockport",21,"L1",,,52,77148,,
"F","OLLIE WATKINS","Aston Villa",21,"PL","CL",,55,74516,,
"F","VIKTOR GYÖKERES","Arsenal",21,"PL","CL",,42,114280,,
"F","JOÃO PEDRO","Chelsea",20,"PL",,,42,128568,,
"F","JOSH STONES","York",20,"L2","P",,1,145869,,
"F","ASHLEY FLETCHER","Blackpool",19,"L1",,"Huddersfield",47,89684,,
"F","OLI MCBURNIE","Hull",19,"CH","P",,42,73579,,
"F","HAJI WRIGHT","Coventry",18,"PL","P",,43,102802,,
"F","LORENT TOLAJ","Plymouth",18,"CH",,"Bristol City",35,126929,,
"F","ALASSANA JATTA","Notts County",17,"L1","P",,33,127210,TRUE,
"F","DANIEL KANU","Walsall",17,"L2",,"Charlton",44,156660,,
"F","HARRY LEONARD","Peterborough",17,"L1",,,39,163827,,
"F","HUGO EKITIKÉ","Liverpool",17,"PL",,,33,131205,,
"F","KABONGO TSHIMANGA","Barnet",17,"L2",,,45,78913,,
"F","ARIBIM PEPPLE","Plymouth",16,"CH",,,37,165601,,
"F","CALLUM PATERSON","Milton Keynes",16,"L1","P","Milton Keynes Dons",40,65785,,
"F","JACK MARRIOTT","Reading",16,"L1",,,25,70010,,
"F","JEAN-PHILIPPE MATETA","Crystal Palace",16,"PL",,,50,94648,,
"F","MICHAEL CHEEK","Bromley",16,"L1","P",,38,79412,,
"F","DAVID MCGOLDRICK","Barnsley",15,"L1",,"Mansfield",38,37797,,
"F","DOMINIC CALVERT-LEWIN","Leeds",15,,,,39,74190,,
"F","JOE GELHARDT","Hull",15,"CH","P","Leeds",44,114854,,
"F","JOE TAYLOR","Wigan",15,"L1",,"Huddersfield",44,145236,,
"F","YOUSEF SALECH","Cardiff",15,"CH","P",,40,140720,,
"F","CALLUM STEAD","Barnet",14,"L2",,"Cambridge",35,160134,,
"F","DANNY WELBECK","Brighton",14,"PL","ECL","Chelsea",40,48971,,
"F","ELLIS SIMMS","Coventry",14,"PL","P",,46,116941,,
"F","IGOR JESUS","Nottingham Forest",14,"PL",,,52,194838,,
"F","JAMIE REID","Stevenage",14,"L1",,,48,68053,,
"F","LEE BONIS","Chesterfield",14,"L2",,,50,134127,,
"F","MATTHEW DENNIS","Notts County",14,"L1","P","Burton",44,133520,,
"F","TYRESE SHADE","Burton",14,"L1",,,43,102376,,
"F","ADAM ARMSTRONG","Wolves",13,"CH","R",,48,74581,,
"F","BRANDON THOMAS-ASANTE","Coventry",13,"PL","P",,34,93901,,
"F","ELI JUNIOR KROUPI","Bournemouth",13,"PL","EL",,35,176613,,
"F","JAKE BEESLEY","Burton",13,"L1",,"Bradford",47,75654,,
"F","JOVON MAKAMA","Norwich",13,"CH",,"Norwich City",31,143730,,
"F","KIEFFER MOORE","Wrexham",13,"CH",,,43,70655,,
"F","NICKE KABAMBA","Bromley",13,"L1","P",,48,79543,,
"F","PATRICK BAMFORD","Sheffield United",13,"CH",,,29,62464,,
"F","SAM NOMBE","Rotherham",13,"L2","R","Milton Keynes Dons",32,94679,,
"F","TOMMY CONWAY","Middlesbrough",13,"CH",,,50,134873,,
"F","BENJAMIN SESKO","Manchester United",12,"PL","CL",,32,120995,,
"F","BRYAN MBEUMO","Manchester United",12,"PL","CL",,34,110888,,
"F","CARLTON MORRIS","Derby",12,"CH",,,31,77018,,
"F","CAULEY WOODROW","Wycombe",12,"L1",,,42,57719,,
"F","CHARLES VERNAM","Grimsby",12,"L2",,,49,96011,,
"F","EMIL RIIS","Bristol City",12,"CH",,,47,96012,,
"F","FABRIZIO CAVEGN","Bristol Rovers",12,"L2",,,47,166762,,
"F","JIMMY-JAY MORGAN","Peterborough",12,"L1",,"West Bromwich Albion",36,166508,,
"F","MARCUS BROWNE","Wimbledon",12,"L1",,,37,90114,,TRUE
"F","MASON BURSTOW","Bolton",12,"CH","P","Hull",51,144491,,
"F","OLLIE PALMER","Swindon",12,"L2",,,44,57862,,
"F","RICHARLISON","Tottenham",12,"PL",,,35,106787,,
"F","ROB STREET","Lincoln",12,"CH","P",,49,137455,,
"F","WILL LANKSHEAR","Oxford",12,"L1","R","Middlesbrough",47,166588,,
"F","DANIEL UDOH","Salford",11,"L2",,,48,90653,,
"F","ELLIS HARRISON","Bristol Rovers",11,"L2",,,40,59293,,
"F","EMRE TEZGEL","Crewe",11,"L2",,"Wycombe",33,149144,,
"F","GEORGE HIRST","Ipswich",11,"PL","P",,44,94672,,
"F","JAY STANSFIELD","Birmingham",11,"CH",,,47,128576,,
"F","JOSH MARCH","Crewe",11,"L2",,,40,123635,,
"F","MARVIN DUCKSCH","Birmingham",11,"CH",,,36,70956,,
"F","NICK WOLTEMADE","Newcastle",11,"PL",,,41,126191,,
"F","RHYS OATES","Mansfield",11,"L1",,,42,69039,,
"F","RICHARD KONE","Qpr",11,"CH",,,45,187443,,
"F","ROSS STEWART","Southampton",11,"CH",,,33,115492,,
"F","SAM DALBY","Bolton",11,"CH","P",,46,96035,,
"F","WILL EVANS","Mansfield",11,"L1",,,51,96472,,
"F","AUNE HEGGEBØ","West Bromwich",10,"CH",,,48,111755,TRUE,
"F","BETO","Everton",10,"PL",,,40,121804,,
"F","GIDEON KODUA","Luton",10,"L1",,,41,167659,,
"F","JØRGEN STRAND LARSEN","Crystal Palace",10,"PL",,,48,101149,,
"F","JOSH COBURN","Millwall",10,"CH",,,31,138500,,
"F","LUCA KJERRUMGAARD","Watford",10,"CH",,,44,163748,,
"F","LUCAS AKINS","Mansfield",10,"L1",,,32,46484,,
"F","MATHEUS CUNHA","Manchester United",10,"PL","CL",,35,105629,,
"F","MICHAEL MELLON","Oldham",10,"L2",,"Burnley",18,171864,,
"F","MOHAMED TOURÉ","Norwich",10,"CH",,,12,129193,TRUE,
"F","PATRICK AGYEMANG","Derby",10,"CH",,,38,174727,,
"F","RAÚL JIMÉNEZ","Fulham",10,"PL",,,43,69582,TRUE,
"F","RUMARN BURRELL","Qpr",10,"CH",,,31,116585,,
"F","YUKI OHASHI","Blackburn",10,"CH",,,48,148463,,
"F","ANDY COOK","Grimsby",9,"L2",,,35,52497,,
"F","BOJAN RADULOVIĆ","Huddersfield",9,"L1",,,26,114312,,
"F","CALLUM ROBINSON","Cardiff",9,"CH","P",,45,72637,,
"F","CODY GAKPO","Liverpool",9,"PL",,,41,110166,,
"F","CYLE LARIN","Southampton",9,"CH",,,29,81930,,
"F","JOSH GORDON","Barrow",9,"NL","R","Exeter",35,107782,,
"F","MATTY STEVENS","Wimbledon",9,"L1",,,29,77819,,
"F","MIHAILO IVANOVIĆ","Millwall",9,"CH",,,47,161274,,
"F","OWEN OSENI","Plymouth",9,"CH",,,30,165502,,
"F","RUSHIAN HEPBURN-MURPHY","Milton Keynes",9,"L1","P","Milton Keynes Dons",38,81732,,
"F","SAM SMITH","Wrexham",9,"CH",,,47,99462,,
"F","WILLIAM OSULA","Newcastle",9,"PL",,,29,139385,,
"F","AARON CONNOLLY","Leyton Orient",8,"L1",,,23,107304,,
"F","BEN BRERETON DÍAZ","Derby",8,"CH",,,43,100711,TRUE,
"F","BEN HOUSE","Lincoln",8,"CH","P",,37,107768,,
"F","BILLY SHARP","Doncaster",8,"L1",,,41,38747,,
"F","DANNY ROSE","Barrow",8,"NL","R",,29,71461,TRUE,
"F","DAVID STRELEC","Middlesbrough",8,"CH",,,37,121536,,
"F","DEVANTE COLE","Luton",8,"L1",,,35,77348,,
"F","FREDDIE DRAPER","Lincoln",8,"CH","P",,36,137310,,
"F","HARRY MCKIRDY","Crawley",8,"L2",,,33,96455,,
"F","JOSH SARGENT","Norwich",8,"CH",,,36,74251,TRUE,
"F","KEVIN SCHADE","Brentford",8,"PL",,,39,136591,,TRUE
"F","KYLE JOSEPH","Hull",8,"CH","P","Middlesbrough",49,133312,,
"F","LOUIS APPÉRÉ","Cambridge",8,"L1","P",,43,95180,,
"F","MICAH MBICK","Colchester",8,"L2",,"Charlton",24,185807,,
"F","MIKE FONDOP","Oldham",8,"L2",,,44,92237,,
"F","MILUTIN OSMAJIC","Preston",8,"CH",,,31,122552,,
"F","OMAR MARMOUSH","Manchester City",8,"PL","CL",,28,129893,,TRUE
"F","PADDY MADDEN","Accrington",8,"L2",,,36,55027,,
"F","THIERNO BARRY","Everton",8,"PL",,,41,179578,,
"F","TOM BLOXHAM","Blackpool",8,"L1",,,47,134142,,
"F","TOM EAVES","Northampton",8,"L2","R",,34,52855,,
"F","WILL SWAN","Bradford",8,"L1",,,33,136564,,
"F","AARON COLLINS","Milton Keynes",7,"L1","P","Milton Keynes Dons",31,78063,,
"F","AARON PRESSLEY","Walsall",7,"L2",,,41,125064,,
"F","ADAMA SIDIBEH","Stockport",7,"L1",,,22,189156,,
"F","ALFIE MAY","Huddersfield",7,"L1",,"Doncaster",36,85708,,
"F","ANDRI GUDJOHNSEN","Blackburn",7,"CH",,,25,144567,,
"F","BRIAN BROBBEY","Sunderland",7,"PL","EL",,32,121665,,
"F","CALLUM WILSON","West Ham",7,"CH","R","Brentford",35,51997,,
"F","CHARLIE KELMAN","Charlton",7,"CH",,,36,117404,,
"F","FÁBIO TAVARES","Burton",7,"L1",,,32,115879,TRUE,
"F","GEORGE MILLER","Cheltenham",7,"L2",,,31,89639,,
"F","JERRY YATES","Sheffield Wednesday",7,"L1","R","Luton",43,80225,,
"F","JOSH MAGENNIS","Exeter",7,"L2","R","Stevenage",41,47648,,
"F","KAI HAVERTZ","Arsenal",7,"PL","CL",,18,96629,,
"F","KANE DRUMMOND","Oldham",7,"L2",,,43,141224,,
"F","LUKAS NMECHA","Leeds",7,,,,37,107009,,
"F","NAHKI WELLS","Luton",7,"L1",,,40,58194,,
"F","RHIAN BREWSTER","Derby",7,"CH",,,31,102580,,
"F","SHAYNE LAVERY","Cambridge",7,"L1","P",,32,84397,,
"F","STEPHEN HUMPHRYS","Bradford",7,"L1",,,42,100006,,
"F","TATY CASTELLANOS","West Ham",7,"CH","R",,29,77819,TRUE,
"F","ADAM IDAH","Swansea",6,"CH",,,27,123798,,
"F","BEN WAINE","Port Vale",6,"L2","R",,33,114477,,
"F","CAMERON ARCHER","Southampton",6,"CH",,,36,124901,,
"F","CHED EVANS","Fleetwood",6,"L2",,,46,47379,,
"F","DANIEL JEBBISON","Preston",6,"CH",,"Bournemouth",40,137139,,
"F","DOMINIC SOLANKE","Tottenham",6,"PL",,,16,78519,,
"F","EVANILSON","Bournemouth",6,"PL","EL",,38,134073,,
"F","GABRIEL JESUS","Arsenal",6,"PL","CL",,21,91392,,
"F","JOE QUIGLEY","Bristol Rovers",6,"L2",,,38,86860,,
"F","JORDAN AYEW","Leicester",6,"L1","R",,45,56636,,
"F","JOSH MAJA","West Bromwich",6,"CH",,,40,123635,TRUE,
"F","JOSH WOODS","Accrington",6,"L2",,,36,143308,,
"F","MATHIAS KVISTGAARDEN","Norwich",6,"CH",,"Norwich City",40,130325,,
"F","NATHANIEL OPOKU","Newport",6,"L2",,"Newport County",31,174194,,
"F","NIALL ENNIS","Blackpool",6,"L1",,,27,105846,,
"F","OMAR BUGIEL","Wimbledon",6,"L1",,,16,79428,TRUE,
"F","RAYAN KOLLI","Qpr",6,"CH",,,25,182241,,
"F","TOM CANNON","Sheffield United",6,"CH",,,37,144978,,
"F","TYRESE CAMPBELL","Sheffield United",6,"CH",,,36,96074,,
"F","WILL DAVIES","Fleetwood",6,"L2",,,45,167207,,
"F","WILSON ISIDOR","Sunderland",6,"PL","EL",,35,116183,,
"F","BRANDON HANLAN","Doncaster",5,"L1",,,40,94485,,
"F","CHRIS WOOD","Nottingham Forest",5,"PL",,,20,51339,,
"F","DIVIN MUBAMA","Stoke",5,"CH",,"Manchester City",28,165926,,
"F","FABIO BORINI","Salford",5,"L2",,,31,52228,,
"F","FLETCHER HOLMAN","Swindon",5,"L2",,,22,169644,,
"F","IVÁN AZÓN","Ipswich",5,"PL","P",,49,100081,TRUE,
"F","JACK MULDOON","Harrogate",5,"NL","R",,33,119270,TRUE,
"F","JOE IRONSIDE","Tranmere",5,"L2",,,40,66015,,
"F","JOHN MARQUIS","Shrewsbury",5,"L2",,,40,52181,,
"F","KYLIAN KOUASSI","Cambridge",5,"L1","P","Blackpool",17,143711,,
"F","LEE NDLOVU","Notts County",5,"L1","P",,38,90177,,
"F","LYNDON DYKES","Charlton",5,"CH",,,43,80989,,
"F","PAUL MULLIN","Bradford",5,"L1",,"Rotherham",34,70542,,
"F","RANDAL KOLO MUANI","Tottenham",5,"PL",,,14,125448,TRUE,
"F","RONAN HALE","Gillingham",5,"L2",,,20,111222,,
"F","RYAN ONÉ","Lincoln",5,"CH","P",,23,163415,TRUE,
"F","SEB PALMER-HOULDEN","Gillingham",5,"L2",,,35,165629,,
"F","ALEXANDER ISAK","Liverpool",4,"PL",,,15,88879,,
"F","ANTWOINE HACKFORD","Wimbledon",4,"L1",,,39,133197,,
"F","CHARLIE CATON","Accrington",4,"L2",,,36,125649,TRUE,
"F","CHARLIE MCNEILL","Sheffield Wednesday",4,"L1","R",,43,144388,,
"F","COLBY BISHOP","Portsmouth",4,"CH",,,43,74316,,
"F","CONNOR JENNINGS","Tranmere",4,"L2",,,30,63609,,
"F","COURTNEY BAKER-RICHARDSON","Newport",4,"L2",,"Tranmere",33,73572,,
"F","DANILO ORSI","Crawley",4,"L2",,,36,114256,,
"F","EDDIE NKETIAH","Crystal Palace",4,"PL",,,19,104454,,
"F","EVANN GUESSAND","Crystal Palace",4,"PL",,"Aston Villa",35,124994,,
"F","GEORGE LLOYD","Shrewsbury",4,"L2",,,46,107047,,
"F","JAKE BICKERSTAFF","Cheltenham",4,"L2",,,49,125236,,
"F","JAMAL LOWE","Sheffield Wednesday",4,"L1","R",,48,66901,,
"F","JAMES COLLINS","Lincoln",4,"CH","P",,22,52650,,
"F","JOSH ANDREWS","Gillingham",4,"L2",,"Grimsby",38,137701,,
"F","KARLAN GRANT","West Bromwich",4,"CH",,"Charlton",28,78150,,
"F","MACAULAY LANGSTAFF","Millwall",4,"CH",,"Salford",40,106176,,
"F","MAMADOU DOUMBIA","Watford",4,"CH",,,33,191105,,
"F","MARTIN SHERIF","Port Vale",4,"L2","R","Everton",28,171215,,
"F","MATHYS TEL","Tottenham",4,"PL",,,34,144206,,
"F","MILES LEABURN","Charlton",4,"CH",,,40,165239,,
"F","RYAN LOFT","Crawley",4,"L2",,"Cambridge",20,90316,,
"F","SAMSON TOVIDE","Colchester",4,"L2",,,44,133806,,
"F","TAIWO AWONIYI","Nottingham Forest",4,"PL",,,18,88816,,
"F","TYLER ROBERTS","Mansfield",4,"L1",,,20,82907,,
"F","WILL GOODWIN","Colchester",4,"L2",,"Gillingham",28,134630,,
"F","WILL GRIGG","Chesterfield",4,"L2",,,36,50818,,
"F","BENONÝ BREKI ANDRÉSSON","Stockport",3,"L1",,,21,142656,,
"F","BRADLEY IHIONVIEN","Shrewsbury",3,"L2",,"Colchester",17,160468,,
"F","COLE STOCKTON","Salford",3,"L2",,"Accrington",32,63703,,
"F","CONOR MCALENY","Harrogate",3,"NL","R",,49,66004,TRUE,
"F","DALE TAYLOR","Blackpool",3,"L1",,,20,146018,,
"F","ELLIOTT NEVITT","Cambridge",3,"L1","P","Oldham",40,140587,,
"F","ETHAN WHEATLEY","Bradford",3,"L1",,"Manchester United",36,182604,,
"F","FEDERICO CHIESA","Liverpool",3,"PL",,,31,90253,,
"F","GEORGINIO RUTTER","Brighton",3,"PL","ECL",,35,115097,,
"F","HARRY GRAY","Rotherham",3,"L2","R","Sheffield Wednesday",20,205302,,
"F","HEE-CHAN HWANG","Wolves",3,"CH","R",,31,89327,,
"F","IWAN MORGAN","Shrewsbury",3,"L2",,"Brentford",22,195231,,
"F","JAMILLE MATT","Walsall",3,"L2",,,26,126212,TRUE,
"F","JAYDEN STOCKLEY","Port Vale",3,"L2","R",,25,52400,,
"F","JOSH DAVISON","Cheltenham",3,"L2",,"Shrewsbury",41,126162,,
"F","JUSTIN OBIKWU","Lincoln",3,"CH","P","Qpr",19,181845,,
"F","KAYDEN JACKSON","Bradford",3,"L1",,,35,71294,,
"F","KYOGO FURUHASHI","Birmingham",3,"CH",,,48,148463,TRUE,
"F","LARS-JØRGEN SALVESEN","Derby",3,"CH",,,32,77497,,
"F","LYLE FOSTER","Burnley",3,"CH","R",,27,119246,,
"F","MARC GUIU","Chelsea",3,"PL",,,15,177693,,
"F","MARK HARRIS","Oxford",3,"L1","R",,40,100563,,
"F","MICHAEL SMITH","Preston",3,"CH",,"Mansfield",40,50130,,
"F","OLI HAWKINS","Barnet",3,"L2",,,38,78816,,
"F","RYAN HARDIE","Huddersfield",3,"L1",,"Wrexham",16,78126,,
"F","SHAWN MCCOULSKY","Harrogate",3,"NL","R",,29,81353,TRUE,
"F","STEFANOS TZIMAS","Brighton",3,"PL","ECL",,12,172568,,
"F","TAMMY ABRAHAM","Aston Villa",3,"PL","CL",,22,91497,,
"F","TOM BRADSHAW","Barnsley",3,"L1",,"Oxford",26,51785,,
"F","WILL DICKSON","Chesterfield",3,"L2",,,24,166483,,
"F","WILL KEANE","Reading",3,"L1",,"Preston",16,63576,,
"F","YOANE WISSA","Newcastle",3,"PL",,,24,88182,,
"F","ADRIEN THIBAUT","Crewe",2,"L2",,,25,196978,,
"F","AMAD DIALLO","Manchester United",2,"PL","CL",,33,126206,,
"F","ARNAUD KALIMUENDO","Nottingham Forest",2,"PL",,,14,125448,,
"F","ASHLEY BARNES","Burnley",2,"CH","R",,11,46576,,
"F","BAILEY CADAMARTERI","Wrexham",2,"CH",,,33,167891,,
"F","CALUM KAVANAGH","Oldham",2,"L2",,,18,154923,,
"F","CHARALAMPOS KOSTOULAS","Brighton",2,"PL","ECL",,26,195201,,
"F","CHRISTIAN SAYDEE","Wigan",2,"L1",,,46,126933,,
"F","CHUBA AKPOM","Ipswich",2,"PL","P",,31,68532,,
"F","CONOR CHAPLIN","Portsmouth",2,"CH",,"Leicester",42,79825,,
"F","DANNY INGS","Sheffield United",2,"CH",,,24,52481,,
"F","DAVID KAMARA","Peterborough",2,"L1",,,11,168837,,
"F","DION CHARLES","Huddersfield",2,"L1",,"Blackpool",33,71463,,
"F","ENIS DESTAN","Hull",2,"CH","P",,18,138850,,
"F","ESAPA OSONG","Fleetwood",2,"L2",,,42,66125,TRUE,
"F","FRANCIS OKORONKWO","Doncaster",2,"L1",,,20,165947,,
"F","GEORGE BROWN","Sheffield Wednesday",2,"L1","R",,9,210106,,
"F","GERARD GARNER","Newport",2,"L2",,"Newport County",28,106659,,
"F","JAKE EVANS","Northampton",2,"L2","R","Leicester",16,196831,,
"F","JAMES NORWOOD","Fleetwood",2,"L2",,,20,51911,,
"F","JOHN MCATEE","Bolton",2,"CH","P",,27,102653,,
"F","JORDAN HUGILL","Rotherham",2,"L2","R",,18,62916,TRUE,
"F","JOSHUA ZIRKZEE","Manchester United",2,"PL","CL",,26,113695,,
"F","KALY SÈNE","Middlesbrough",2,"CH",,,33,132893,,
"F","KELSEY MOONEY","Accrington",2,"L2",,,8,115489,,
"F","LIAM DELAP","Chelsea",2,"PL",,,36,133497,,
"F","LOUIS FLOWER","Crawley",2,"L2",,,14,145311,,
"F","MARCUS FORSS","Bolton",2,"CH","P","Middlesbrough",22,96132,,
"F","MATTY GODDEN","Charlton",2,"CH",,,11,51791,,
"F","MILAN SMIT","Stoke",2,"CH",,,20,159240,,
"F","MO FAAL","Cheltenham",2,"L2",,"Port Vale",26,133548,,
"F","NATHAN BROADHEAD","Wrexham",2,"CH",,,42,96065,,
"F","PRINCEWILL EHIBHATIOMHAN","Salford",2,"L2",,"Southampton",29,209649,,
"F","PROMISE OMOCHERE","Bristol Rovers",2,"L2",,,15,117184,,
"F","SAM GALLAGHER","Stoke",2,"CH",,,20,73520,,
"F","SAM VOKES","Gillingham",2,"L2",,,35,45720,,
"F","TANTO OLAOFE","Stockport",2,"L1",,,44,114049,TRUE,
"F","TREY SAMUEL-OGUNSUYI","Shrewsbury",2,"L2",,,13,197561,TRUE,
"F","WILSON ODOBERT","Tottenham",2,"PL",,,26,163877,,
"F","AARON LOUPALO-BI","Walsall",1,"L2",,,31,78063,TRUE,
"F","ALFIE LLOYD","Lincoln",1,"CH","P","Qpr",29,136407,,
"F","ALI AL-HAMADI","Luton",1,"L1",,,16,146038,TRUE,
"F","ANDREAS WEIMANN","Derby",1,"CH",,,27,55370,,
"F","ANJOLA POPOOLA","Accrington",1,"L2",,,42,134897,TRUE,
"F","ANJOLA POPOOLA","Accrington",1,"L2",,,20,145391,TRUE,
"F","ARMANDO BROJA","Burnley",1,"CH","R",,26,123411,,
"F","AUGUST PRISKE","Birmingham",1,"CH",,,18,179346,,
"F","AUGUSTUS KARGBO","Blackburn",1,"CH",,,11,114454,,
"F","BOBBY WALES","Swansea",1,"CH",,,10,165753,,
"F","BRADLEY FINK","Wycombe",1,"L1",,,25,160348,,
"F","BRITT ASSOMBALONGA","Barnet",1,"L2",,,17,59419,,
"F","CALLUM MORTON","Bristol Rovers",1,"L2",,,40,65785,TRUE,
"F","CALLUM STEWART","Shrewsbury",1,"L2",,,7,196201,,
"F","CAMERON GARDNER","Grimsby",1,"L2",,,8,183214,,TRUE
"F","CHUKS ANEKE","Shrewsbury",1,"L2",,,40,71250,TRUE,
"F","DAJAUNE BROWN","Port Vale",1,"L2","R","Derby",31,174067,,
"F","DAVID ABIMBOLA","Accrington",1,"L2",,,11,198052,TRUE,
"F","DOM DWYER","Mansfield",1,"L1",,,17,91128,,
"F","DYLAN JONES","Tranmere",1,"L2",,"Norwich City",4,205303,,
"F","ENES ÜNAL","Bournemouth",1,"PL","EL",,24,71736,,
"F","GASSAN AHADME","Stevenage",1,"L1",,"Cambridge",14,125329,,
"F","GEORGE EVANS","Bromley",1,"L1","P",,4,199546,,
"F","GEORGE EVANS","Bromley",1,"L1","P","Burton",39,67638,,TRUE
"F","GEORGE SEBINE","Huddersfield",1,"L1",,,6,199160,,
"F","HARRY CORNICK","Stevenage",1,"L1",,"Bristol City",9,72467,,
"F","HARRY SMITH","Swindon",1,"L2",,,5,94740,,
"F","IKÉ UGBO","Sheffield Wednesday",1,"L1","R",,24,96786,,
"F","JACK GRIEVES","Watford",1,"CH",,,5,160709,,
"F","JACOB BROWN","Portsmouth",1,"CH",,"Reading",23,98332,,
"F","JAMES CROLE","Newport",1,"L2",,"Newport County",22,172188,,
"F","JOE GBODÉ","Gillingham",1,"L2",,,10,146693,TRUE,
"F","JOËL PIROE","Leeds",1,,,,21,113416,,
"F","JOVAN MALCOLM","Barrow",1,"NL","R","Stevenage",23,134564,,
"F","JUDE SOONSUP-BELL","Grimsby",1,"L2",,,26,144396,,
"F","KIAN HARRATT","Oldham",1,"L2",,,28,78150,TRUE,
"F","KLAIDI LOLOS","Crawley",1,"L2",,"Peterborough",21,111911,,TRUE
"F","LASSE NORDÅS","Luton",1,"L1",,,13,139273,,
"F","LEO FARRELL","Barnsley",1,"L1",,,12,195991,,
"F","LEVI AMANTCHI","Rochdale",1,"L2","P",,30,122953,TRUE,
"F","LEWIS MCCANN","Fleetwood",1,"L2",,,18,113396,,
"F","LORENZO LUCCA","Nottingham Forest",1,"PL",,,35,126929,TRUE,
"F","LOUIS MOULT","Crewe",1,"L2",,,18,52132,,
"F","MAKENZIE KIRK","Portsmouth",1,"CH",,"Barnsley",14,144243,,
"F","MARCUS EDWARDS","Burnley",1,"CH","R",,26,93680,,
"F","MARCUS WYLLIE","Gillingham",1,"L2",,,42,124487,TRUE,
"F","MARK O'MAHONY","Reading",1,"L1",,"Brighton",20,166677,,
"F","MEES RIJKS","Bristol Rovers",1,"L2",,,13,158819,,
"F","MICHAEL REINDORF","Newport",1,"L2",,"Cardiff",20,196411,,
"F","NIK PRELEC","Oxford",1,"L1","R",,14,55513,TRUE,
"F","OMAR BOGLE","Crewe",1,"L2",,,16,79428,,
"F","PEMI ADEROJU","Peterborough",1,"L1",,,27,81241,TRUE,
"F","RÓBERT BOŽENÍK","Stoke",1,"CH",,,24,120637,,
"F","RODRIGO MUNIZ","Fulham",1,"PL",,,25,144419,,
"F","RONAN COUGHLAN","Fleetwood",1,"L2",,,12,111602,,
"F","SCOTT HOGAN","Milton Keynes",1,"L1","P","Milton Keynes Dons",23,52994,,
"F","SONNY COX","Exeter",1,"L2","R",,25,133477,,
"F","TAYLAN HARRIS","Tranmere",1,"L2",,"Luton",15,182818,,
"F","TAYO SINGERR","Portsmouth",1,"CH",,,2,201394,,
"F","TOBI ADEYEMO","Crawley",1,"L2",,,12,172176,,
"F","TYRELL SELLARS-FLEMING","Grimsby",1,"L2",,"Hull",11,160469,,
"F","VICTOR ADEBOYEJO","Mansfield",1,"L1",,"Bromley",17,78593,,
"F","WILLIAM GRAINGER","Sheffield Wednesday",1,"L1","R",,8,209868,,
"F","ZEPIQUENO REDMOND","Huddersfield",1,"L1",,"Aston Villa",3,162232,,
